"","Row.names","fit$classification","Color_Class","Intensity_Class","Av_Total_Int","Av_Chroma","Av_Adjust_Hue_degrees","X","Sample","Av_Blue_Int_Percent","Av_Green_Int_Percent","Av_Yellow_Int_Percent","Av_Red_Int_Percent","Av.LM","AV_MS","Av_Hue_radians","Av_Hue_degrees","Av_Adjust_Radians","Adjust_Hue_degrees_2SE","Total_Int_2SE","Chroma_2SE","Reverse_Chroma","Geography","Population","plotcolassign"
"74","185","LB","LB","L",13714.6152129952,0.281160026696348,65.6821938132217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB"
"75","186","DB","DB","D",10798.2651590927,0.485884181936639,77.9271382993819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DB"
"76","187","LR","LR","L",15594.1858136286,0.356780197108242,85.5641023746355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LR"
"77","19","LB","LB","L",14850.7053940584,0.294037298906177,71.5946038860652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB"
"78","2","LB","LB","L",13156.1980855591,0.347973807128542,76.3780227068666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB"
"79","20","DR","DR","D",9465.59360445967,0.609015784272167,93.8207209935465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DR"
"80","21","DR","DR","D",8491.2120691494,0.643186253971444,92.9749002319505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DR"
"81","22","LR","LR","L",15426.7024896908,0.348700016751665,89.8712695134342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LR"
"82","23","DR","DR","D",10173.3720176524,0.669972429759256,94.9580533280205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DR"
"83","24","LR","LR","L",14316.8382583885,0.36285096958768,92.0813249629735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LR"
"84","25","LR","LR","L",12560.8436840971,0.424645552757087,93.7773022496108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LR"
"85","26","DR","DR","D",7988.37660790431,0.716715442166068,95.4985814091335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DR"
"86","27","LB","LB","L",13848.2625257318,0.334314492602981,71.493649321637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB"
"87","28","DR","DR","D",8205.17445182026,0.716657197409229,95.4819861220121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DR"
"88","29","DB","DB","D",10989.5195509013,0.433916944667614,73.0498913770453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DB"
"89","3","DB","DB","D",10168.1235464419,0.514593278012588,80.671898425215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DB"
"90","30","DR","DR","D",9738.85175041424,0.611716152552314,96.1062530138931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DR"
"91","31","LR","LR","L",15143.4559808357,0.355260898905501,91.3188851905379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LR"
"92","32","DR","DR","D",8744.50101471677,0.650864651016018,95.3575263157089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DR"
"93","33","LR","LR","L",11918.8843394396,0.458520434545125,92.6755702606955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LR"
"94","34","DR","DR","D",7725.5670423156,0.704284369975787,95.3697735619692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DR"
"95","35","DR","DR","D",8328.92536521943,0.666435324387012,94.1158191315334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DR"
"96","36","DB","DB","D",10512.4506747426,0.462423586796344,79.4446074080327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DB"
"97","37","LR","LR","L",11967.0529495437,0.437532162349708,89.9655832301338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LR"
"98","38","DR","DR","D",8294.51838032784,0.718071172348805,96.0079268734285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DR"
"99","39","DR","DR","D",7638.79052169427,0.759343700590512,95.0765082626474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DR"
"100","4","LR","LR","L",15918.0248491568,0.340914601035572,89.4696055152792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LR"
"101","40","DR","DR","D",8460.22508325556,0.701689068969645,95.0043547046691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DR"
"102","41","DR","DR","D",9487.01676290788,0.677096302322636,93.9088466469287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DR"
"103","42","DR","DR","D",8575.59701660444,0.710940658012562,96.6869142558735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DR"
"104","43","DR","DR","D",8898.46066834523,0.747087922289358,96.2541612435361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DR"
"105","44","LB","LB","L",13780.2590093862,0.303779699257494,70.3392798405476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LB"
"106","45","DB","DB","D",11014.9531359539,0.48424414477415,75.9928525691172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DB"
"107","46","DB","DB","D",11113.5740699497,0.4511461267889,75.4392795654938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DB"
"108","47","DB","DB","D",8938.05385603531,0.603502725312582,81.4660564063246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DB"
